text,label
sama natin mama mo tutal siya naman nag luwal sayong bobo ka,1
si tanga oh nag expect na naman sa wala,1
kasi ayaw nila dumagdag pa pag may kupal lang sa cs sa live ni angge and nakaup sila dun lang sila magsasalita,0
may mga tao talagang tarantado for life,1
gago saan ako nagkulang tatlong beses ko naman siyang pinapakain sa isang araw ah kapag siya hindi ko naman siya iniistorbo,0
sana all may kausap pucha haha,0
ulol na ulol na ako,0
puta bakit ka umiyak,0
tangina ito na talaga kinakatakutan ko pag to in real life deactivate ko na talaga account ko,0
gago may courses na sa canvas,0
ulol putangina matutulog na ako tangina mo aliyah,1
nabasa yung sinampay ko punyeta,0
isa nalang putangina bigay mo na,1
ngayon pre order pakshet naman,0
lalo na pag eating time tas galit ewan parang ang bwiset tignan,1
di mo deserve tratuhin ng tama ulol gago,1
haha puta mali ko pa din,0
sana wala ng tanungan kung kelan bday ni member ganito sa bets bago ibigay ang freebies bobo po ako dyan,0
tarantado ka baka pagalitan ako ni miama haha,0
nahack fb ko kupal na yan may pending reqs pa ako hoy ibalik mo tangina ka,1
sa lunes lowkey munko kunyari hindi tarantado,0
tangina may ipis,0
nanggigigil talaga ako punyeta,0
parang tanga naman itong si mark lee napaka gwapo eh,0
pakyu ka na may kasamang respeto haha,0
at ano ba talaga kasi role ko bdo employee ba talaga ako punyeta kalungkot ah,0
ang sa tiktok ay sa tiktok lang wag niyo na dalhin dito charot haha pucha ayaw ko muna talaga mapabisita sa tiktok eh ang dami ko rin nakikita nung kay hyunsuk,0
sumasakit ulo ko puta tangina ng periodic table na ito kailangan pang imemorize pati origin kairita haha,0
lalabas na ako next month puta totoo ba ito,0
pakshet naman matutulog lang naman ako kagabi nagmukha pa akong suicidal,0
para sa inggit at para sa ulol lahat nalang talaga,0
ulol ka codm pakyu pakyu pakyu pakyu,1
duwag naman ni skusta lakas ng loob mag tweet tapos mag dedelete hindi sis tutal pinagpala ka naman tanggapin mo lahat ng pagpapala putangina mo ka,1
bwiset na daga to tatalon nalang sa kamay ko pa sakit mo sa puso,0
mababaw na kung mababaw ang dahilan ko pero ang laki mong tanga,1
pucha grabe sparks sa nohyuck,0
study ulit ako bobo pa naman ako,0
tangina update naman diyan oh,0
pakyu haha,0
jusko sino ba iyang tam na iyan eh lagi kong nababasa na gumagawa ng issue against kn at kapag hindi magkasama iyong dalawa eh normal iyon sa magjowa tanga ba iyan o tanga talaga,1
bwiset kanina chinmsy ngayon naman eto,0
pucha nilabas na yung vlog aespa at coachella,0
tanginang panaginip yan ang kupal,1
ulol kayo mga marcos jr supporters yung kada trabaho ni vp nauulol kayo sa inis na mga marcos jr supporters punta ka sa fb page ni vp leni makikita mo lahat dun para mas lalo kang maulol sa inis,1
dami kong cravings pucha,0
tangina na plato yan di pantay punyeta,1
nakakademonyo naman yang rehearsal agad pagod na nga yung tao gago talaga kayo,1
tarantado lagi kaistorya si monrey imbis na makinig laging natatawa,0
tarantado di ako inaadd ng kaibigan ko huhu,0
wag mo ako dinadaan sa mga titig na ganiyan adriano baka lalo ako maging ulol sayo,0
ay tarantado sabi ko hindi ako magbubukas ng twitter,0
baka buntis ako putangina,0
puta ang sama ng pakiramdam ko punyeta,0
tangina kasi elementary bestfriends tayo tapos nung nadulas lang yung kaibigan mo at sinabi na gusto mo ko dun tayo naging mahiyain pakyu,0
ulol beh hindi mo yan maeexperience,0
pakyu kayo,1
gago ang panget meron naman kasi akong mas magandang picture tangina talaga tapos tulog na siya nung nakita ko,0
teka lang yung kili kili ni jeongin wait lang puta,0
punyeta im stuck sa school ko di ako makalipat,0
ang sakit sa mga bata ng mga tweets mo punyeta ka,1
anlaki pa ng nabayad ko sa kanya i paid their taxi fares pa grabe tapos nag bayad pa ako ng pang add sa shipping fee putangina kung alam ko lang ganito pala mangyayare hindi na ako nakipag transact sayo wala akong pake kung di mo to naiintindihan bwiset ubos na ubos,0
buhay pa naman lahat noh may isang gago kasi eh ikaw yun rudolp,1
daming mong sabi bobo naman,1
international pakyu sayo mahal ko,0
iinvalidate kasi yun haha bobo ko mag type,0
sinong tanga ginagawang lullaby mga kanta ni moira ako yun,0
arthur nery bakit ba ulol na ulol ako sayo,0
haha putangina naman,0
pucha pinakamagandang exciting part,0
ayoko putangina mo diba nilait lait mo cs ko sayo,1
jungkookie ulol na ulol na ko sayo,0
yung pagiging antis bobo mo naman hindi ka ba nag babasa tinatanong mo kung anong kinalaman ng antis eh youre following bunch of antis and akgae tanga,1
tangina naman tinalkshit ako ng fuck buddy ko,0
ulol na ba ang lahat jusko nagwawala na kayo sa tl ko,0
hindi ko alam paano maalis itong nararamdaman ko punyeta hindi niyo ako naiintindihan,0
tanga chinese new year kasi charot,0
dahil sa transparent arts kaya siya andun mga tanga,1
pakyu wooyoung tangina mo suntukan tayo kung maangas ka,1
puta uhaw na uhaw talaga heesunation haha help,0
bwiset akala ko totoo haha,0
bwiset naman yun,1
hoy kupal easy lang wag ka atat makakabili ka rin ng bigas tapos sampal mo sa amo mo,1
putangina naghost ako gago,0
kahit nga sa mga presentation parang wala kayo haha lalo na nung final defense pakshet pagtapos magsalita okay sana iaasa sila naman andun sa school ang gago lang tinatawag na kayo hindi parin nagsasalita,1
putangina nasa isip isip ko sabado na bukas haha pucha wednesday palang pala,0
tangina isang minuto nalang di na ako aabot huhu,0
especially yung details kasi pwedeng gumamit ng iba ibang pangalan pero yung account na validated ng gcash na nakaconnect sa number eh hindi layuan mo kami bwiset ka,1
putang ina ka bobo na ata to jet,1
tangina nagkakacrush ako ulit,0
gago sunghoon,1
tama lang na tinawag kitang tarantado dahil ayun ang totoo,0
kilig na kilig ako putangina,0
gago di ko napansin nung una,0
kasalanan ni kenneth ito eh bakit ako tinitigyawat bwiset haha,0
putangina mo globe pakyu tangina animal manahimik ka,1
swabe mag drawing ng mga tropa ko ako lang di marunong mga pakyu kayo,1
tarantado ka tangina putangina gago hayop,1
so sinong tanga nagbasketball after magdonate ng dugo,1
kupal yan chinat ko na yan regarding dun sa post ni dane,1
totoo bakit nasa gilid yung ulol mong kapatid,1
tangina mo malugi sana negosyo niyo sama sama kayo mga kupal,1
tangina ngayon tuloy hinahanap hanap ko na ugh,0
may problema ka na pinagiinitan ka pa puta saan ka pa,0
ulol pangit di mahal ng parents ang leader namin ilang minutes lang nalate,1
mangingialam ka ng account ko tapos pag may nabasa ka mag dadrama ka sinong kabobohan tanggapin mo pag mali ka tarantado,1
punyeta bakit pa kasi nag break kami ng girlfriend niya eh,0
huhu puta bitch mang aagaw ka haha,1
tropa ko to haha hindi na rin ako binayaran pucha three months na,0
gago wala akong magawa,0
nasa afam ang true love mo kaso bobo ka sa english,1
trip kita pakyu sagad haha,0
nalilito ako rito tas sa isa ko pang acc pucha what if may mapost pala ako here na hindi dapat and vice versa haha,0
ibalik niyo nalang ako sa rookie puta ayoko na parang mga uod na di mapakali mga kalaban,0
mapapasabi ka ng pakshet malutong,0
kupal at gago masyado yan hindi yan love ng mama niya,1
ang hirap kapag gusto ko uminom tapos hindi pwede sakin alak punyeta,0
han jisung ang pogi mo pakshet,0
gusto kong mamili ng album pero at the same time hindi pucha,0
pakshet ka haha nang hahampas pag kinikilig ano haha,0
tangina birthday ko sinisira niyo image ko,1
big dick energy sana si griffith kaso kupal siya,1
putangina mo ulol,1
ang baduy ng username ko puta,0
lalo na sayo pakyu,1
pakyu mga ulol na golden retriever,1
init tangina tarantado ka talaga satanas,1
kupal ka ayoko na,1
pucha nakakabahala sitwasyon ng pulitika sobrang lala,0
ang sumira sa diskarte eh yung constitution ni cory yung kupal na constitution ni cory din ang kumupal sa kanila ngayon sising kabayo lakas kasi nila kumontra yan kainin niyo constitution ni cory,1
ayoko na nga magtiktok puta di ko nasimulan yung live,0
wandat kukulamin ko tong kupal na to lakas mang trip eh,1
im so happy to the point na naiiyak ako pakshet,0
kasalanan ko ba marunong ako mag comprehend ng instructions ulol,1
pang bobo ang sagot ko eh no,0
haha bwiset ka beh,0
ang sarap tadyakan at ilampaso sa kalsada ang kupal na yan nakakagigil lang,1
laptrip mga ulol haha,0
putangina ka ,1
manahimik ka pakyu bitch,1
dapat gawin to pucha sobrang kanser ng diesel ngayon yung mga magrereklamong dukha puta ginusto niyo yan eh di pwede basta basta alisin excise tax walang pang bayad sa utang ni tatay,1
sakit ng ulo ko puta,0
puta kala ko naman si fortuna na,0
pinagmamalaki mong believer ka pero puta ang kati kati mo,1
seryoso sagot ko bwiset ka,1
bobo lang talaga ako,0
kung nandun si tita kat nandun si niela imposibleng wala dun si tito michael belles dad putangina cant wait ng picture ni tito michael and donny gago grabe na kung ganyun mag jowa na talaga,0
gago wait po nanghihina haha,0
inistalk ko account mo di ko na tinuloy nung nakita ko yung pfp mo tomboy na duling na bobo sa lahat ng bagay ba naman eh ang bungad eh haha,1
may hinahanap ako au pucha hindi ko makita ewan ko kung sachaeng or michaeng yon basta si chae once a month lang pumapasok sa school ganern,0
naiiyak na naman ako walang txt at bts na uuwi mga bwiset,0
kamiss mag basa pucha,0
nakakatakot tangina tulog pa more,0
sandro bobo na malibog pa,1
tangina pakshet para akong hihikain,0
tangina pang ilang palit na ba ito,0
haha ok pakyu ka tangina mo bitch the fuck putangina mo gago ka tarantado hinayupak ang kapal mo tangina ka motherfucker,1
kelan pa naging delikado arcade bobo ka ba papansin ka nanaman tangina mo manahimik ka nalang sana sinama mo friends mo para kami nalang nandito tangina mo,1
tangina mo bobo tanga inutil,1
kung tatanungin ako sino yung twitter bestie ko ikaw talaga yun naalala ko tapos akong si tanga sinasagot naman lahat,0
bakit astronaut pupunta ako sa araw sa araw mainit dun ah gago eh edi gabi ako pupunta don,0
ah lapit na gago onti nalang,0
ang lag punyeta,0
pakshet na buhay talaga ito,1
kahit sa adam sandler movie bobo pa rin ng sixers.,1
haha balik kana kasi bobo naman nito haha,0
tanga akala ko kasi friend mo hayop ka haha,0
pucha bibili na ako ticket haha,0
gago ano ba,0
sa tingin niyo ba abnoy ako ulol tangina niyo ibang iba na ako hindi na si ryan ang nakilala niyo mga gago,1
tanga sige ako pag bintangan mo puta may pera naman ako bakit ko kukunin ang funds bobo ka ba,1
nakaka ulol maging pharma student gusto ko umiyak ,0
tangina mo huhu dinogshow ako pakyu ka,1
tangina po kuya haha,0
kaya ko ipaalam sarili ko ulol,0
pakshet na upuan sa bir konting galaw natunog,1
austin isa ka nang malaking ulol,1
bagal ng wifi talaga bwiset,0
hindi talaga bagay sa akin mag drama haha sarap ba naman mag tweet ng katangahan lang tapos tanga pa ako,0
taena ako na nga nagremind na mag turn in ng evaluation tapos ako pala yung di nakapag turn in pucha naman,0
sayang ticket ko pakyu,0
para na naman akong tanga na hindi makakalma dito,0
pa drug test ka na tanga kailangan mo iyon bobo,1
akala ko pa naman green pakyu ka beh,1
bobo ng pldt,1
ang angas naman punyeta,0
putangina buong week na kami may pasok,0
putangina ang ganda ng circus gago,0
na ulol na ito sa isa kindat eh,1
yewts pakyu ang tiyempo haha,0
ekis na yung west ko punyeta mahal tuition sa private wag na lang siguro ako kumain,0
pucha ka twitter dami mong arte,1
tangina bakit ako kinakabahan,0
kakatapos lang webinar ko may class uli ako pakshet ayoko na,0
ang hapdi ng mata ko bwiset,0
tangina niyo bbmsara mamatay na lang ako kaysa iacknowledge na naging presidente bwiset kayo,1
ang panget ng ugali mo tarantado ang puta dapat sayo sinasaksak sa inidoro eh,1
kailan teaser punyeta give me karinas teaser,0
bakit hindi niyo nalang saksakin gago haha,1
awit par ako lang tarantado sa section ko,0
pakyu kayo di pa nga kayo naglalapag,1
baka mauna pa comeback ng exo kaysa sa national id ko punyeta,0
sakit ng labi ko puta,0
ako namang si gago nag reply ng sige po kahit di naman ako taga baranggay kupal na yan,0
deserve mo yan kupal ka eh,1
epal naman kasi ang kupal,1
gago na miss ko kacall si cheska,0
punyeta talaga haha,0
bakit ka pa gising hindi na yun babalik tanga,1
sapakin ko kayo isa isa putangina niyo,1
tangina nitong muslim na to na tinatakot pa kapatid ko na pumapatay tangina mo gagamit ka armas bata bata katapat mong kupal ka,1
tangina niyo hehe akala ko nag papasend ka ng icon namin kasi may gagawin ka sorry false haha,0
gago sabi ko good morning baby pucha calista kasi nalimutan ko calliste ka nga pala,0
ayi ano ba putangina,1
gusto nga kita tanga mo naman,1
pero puta tawang tawa ako yung ibang gagong hams feel na feel na part din sila ng squad,1
hindi ka pwedeng mafall sa kanya kasi tanga ka marupok ka,1
naiiyak ako punyeta ,0
ulol hindi na ako tatanggap ng verbal greetings,0
tapang ni skusta bwiset haha,0
kupal talaga ito si lenlen,1
sorry ha tarantado lang talaga,0
wawa naman atho pakyu ka,1
tanggap ko naman na ayaw nung isa sa akin hindi ko naman alam na lahat pala tangina,0
kahit anong ingat mo sa kalye kung maraming kupal kulang doble ingat mo eh muntikan na bwisit,1
ang oa mo na putrages kang bwiset,1
para kayong tanga haha,0
tarantado akala ko ikaw,0
pucha itong mga pinsan ko ang agang mang inggit haha edi kayo na sweet haha,0
puta akala ko talaga binubble niya buti nalang binasa ko lahat hanggang dulo,0
august pucha stress kaagad,0
kung sino pa itong may flop na ship sila pa nag iingay punyeta sila,1
nakaka adik bang mag paka tanga kaya pala mukha ka nang lulong,1
thanks pagsubok lang to haha char bwiset kasi,0
ano na pinaglalaban ng mga kupal na ito,1
kapag nagka bagsak ako sa grade kelangan ko na talagang magtrabaho hindi pwedeng pabigat nako bobo pa sa school haha,0
eto talaga gago iba talaga tama ko dito dati,0
gago tangina teka lang ano yan,0
hula ko irereject siya ni yong tapos boom dasurv ang masasabi ko kasi iniwan mo si woo pakyu with no respect mga tanga,1
like puta kinilig ako,0
ang cute pucha,0
shutavebs at taylor patugtugan dito pakshet,0
tarantado kaya nga kinicall out yang problema niyo sa mindanao eh hindi porket pinupuna eh sinisiraan na tanga yung mga political dynasty niyo sa mindanao ang tanungin niyo antagal na nilang nakaupo diyan nagsiyaman na pero hanggang ngayon hindi parin nila mapaunlad ang mindanao,1
bobo mali putek tangina ano gagi sana di nag notif,0
hays tarantado talaga yung mga nasa compshop,1
putangina hindi ko naabutan dami ko pa naman gusto hilingin,0
bobo ka ba talaga sis o papansin ka lang talaga,1
mga kupal tangina hindi tumambay sa kaniya kanyang bahay,0
tangina may countdown pa puta,0
ano ang pangalan nung kupal na yun,1
tropa kami ulol ka,1
hika night na naman punyeta naman,0
masakit puta,0
ulol ka talaga ayban,1
ayun oh ok na sila ano akala niyo kawalan kayo basta tanda ko lahat paano niyo napakita pagiging kupal niyo tama na kayo bakla kayo nalang sa susunod mag siraan wag niyo na ako idamay,1
gagawin pa akong ulaga ng mga tarantado na yun gawin niyo pa ako walang muwang ulul hanap kayo maloloko niyo bugok,1
pwede ba paupdate nung picture parang tanga naman short hair na ako oh,0
hindi nako natutuwa manuod ng kdrama nasisira self love ko punyeta,0
pakshet kayo,1
haha tangina utas na sa tiktok naming magpinsan bahala kayo diyan manghula,0
naniwala ka naman echos echos niya lang yan pakyu ka ba,1
sumasakit na naman ulo ko bwiset haha,0
ang sabi ko by september irereread ko na yung gawa namin pero sino itong tanga na tambay pa rin sa twitter ngayon,0
totoo may expect minimum fee pa bwiset,0
gago birthday na ni belle mariano,0
tarantado yun haha,0
haha tangina ang kalat puta,0
kababae mong tao lakas lakas mo mag mura ulol,1
proud na proud tapos mamimiss ang anak pakyu ka ba skusta,1
ang daldal ko pakihand cuff nga ako nahihiya na ako don haha pakshet,0
solid bond thank you pre ps walang konek yung pic hugis pakyu lang formation ng bola haha,0
tangina minsan na nga lang magranked game puro bobo pa kakampi,1
ay kulang sa research ang super bobo mo naman,1
nahihilo ako pakshet,0
napaka tanga mo,1
wala na naman akong pera pakyu,0
haha bakit natawa na naman ako kay lix gago baka umiyak na naman yan ah,0
pucha yes lahat ng sagot nagmumukha akong masamang tao,0
ulol na ulol na ko sayo,0
sana all pucha,0
wala pa ding net punyeta kung kailan comeback eh ano galing mo pldt,0
tangina tol yung ulo ko haha ok lang talaga punyeta di naman siya masakit,0
sinong baliw ang tutok na tutok sa good be true anong oras na pakshet,0
bakit ba nauunlike bigla parang tarantado naman iiyak na ako,0
hala sis ang ganda mo gago,0
minu please tumino ka punyeta naiiyak na ako sa nararamdaman ni mia,0
bobo puta bumili ako sa divisoria ng medyas tapos naiwan ko sa seven eleven,0
haha gago dali ko lang ba talaga ipamigay,0
yan yung kupal tama ba,1
samahan mo ako pakshet ka,1
kapag gusto mo bumalik available ako pucha naman,0
pucha ang gwapo di ako maka hinga,0
tapos yung mga kupal na jeepney pag alam na buo binabayad mo di na binabalik sukli minsan tapos sobra pa maningil pero okay na yun tulong nalang sa kanila pareparehas lang naman tayo hirap mamuhay yun lang,1
kupal talaga yan,1
hoy pakyu parang di na au ito ha bakit mo naman ako inexpose haha,0
feel ko ang bobo ko na,0
hindi ko alam mararamdaman sayo pero pakyu ka paren,1
putangina bakit kasi walang mukha tuloy ako tanga kinakausap sarili ko,0
tarantado ka panindigan mo yan haha,1
kung kailan gabi dun naisipan magpukpok ng pader itong katabi kong unit putangina,0
tangina ka,1
ang ganda mo tangina,0
haha yung dalawang ulol,0
bakit mo pinagtatanggol yung walang kakwenta kwentang nagsend ng video for kagabi like bobo mo sa part na yan beh wag pakitang gilas baka ako ang sumakal sayo,1
puta mamamatay nalang talaga ako sa inggit mga pakshet,1
putangina late nanaman ayoko na,0
ihh sana next year na lang yung nagkakanda utangan pa puta sila,1
sino bang demonyo nagpauso ng double parking sa binondo punyeta,0
kupal talaga kadalasan ng driver dito sa calamba,1
puta sige salamat ah,0
ikaw tarantado lagi,1
di nalang talaga ako makikinig sa sinasabi ng iba madalas kasinungalingan punyeta,0
sana pag katapos ng project niyong dalawa nitong malandi na ito ipartner kana sa iba seth please wala kang future sa babaeng to mas malandi pa yan kay andrea promise dami lalaki pucha halos lahat ata ng lalaki kanya,1
pakyu ka po hehe,1
throwback sa time na may ganito ka pang pinopost ulol pakyu,1
bumili ate ko ng cake tapos nagtanong kami ano meron bakit may pa cake tapos sumagot kuya ko baka buntis daw si ate kambal babae jowa niya mga tarantado din talaga mga kapatid ko eh,1
dami kong sakit nararamdaman puta di ko na kaya,0
oo nga pakyu toh thanks po,0
wag pakyu ka ba,1
ah gagi napanood ko na to sa tiktok yung clip na to dito pala sa wsk galing yung scene haha tawang tawa talaga ko sa duo na to bwiset sila yung mas inaabangan ko dito eh,0
pucha talaga putangina nakakaiyak to,0
tangina ni roma puta walang pinapababa na bola,1
ang aga aga nakaka bwiset ka,1
pucha anyare muntik na ko mahulog sa hagdan ano ba naman yan,0
puta eddy currents pala dapat kainis,0
punyeta kayo bakit may nagrereklamo pa rin sa inyo edi wag kayo manood kung ayaw niyo madaming tao,1
kupal talaga tong si carlos,1
tangina niyo huhu puta kayo ayaw ko na,1
inaantok na ako tapos inaaya pa ako ng kupal na ced at hubert magmobile legends haha demonyo,1
you think susuko ako ng ganun ganun lang kapal ng mukha walang may pakialam ulol kupal ka bagay ka isubsob sa tae ng baka tapos ihulog sa bangin beh,1
love din kita tc kahit tarantado ka,0
ayan punyeta ka naging sgh ka den sabay sabay tayong malugmok,1
ulol sino ka ba,1
tangina ano yun points agad haha pucha,0
para kang bobo,1
tangina mo sweet miro engaged ka na pala,1
putangina paano kung magwala ako gago,0
bwiset overthink haha,0
tanga ko haha,0
pakshet nabasa pala notebook ko,0
hala kupal lang yan ate haha,0
theres one girl na akala mo kung sino na nagpapasagot ng physics niya at nangungutang like putangina ka ba bakit ka kasi nag aral punyeta kang hayop ka,1
pag kinulit maiinis pero di masunod sunod tarantado,0
gusto ko ng atensyon pero nagpakagago ako kanina,0
nararapat sainyo yan mga kupal,1
mga kupal ng lipunan,1
kikidnapin ako sa chat world para magsuyuan ingame tarantado ba kayo,1
si grant lang naman tarantado dito,1
ganon pala talaga yon gago pasensya na,0
bago ako mag enroll mahirap ba don haha punyeta,0
bobo tanga move on ka na para kang gago,1
miss ko na dotae pakshet na yan kelan ulit kayo hihinga,0
gusto ko maggala bukas pakshet na sabado,0
kaninong gcash kaya yung nalagyan ko tarantado,0
haha joke lang puta,0
tarantado ka kuha na namin putangina mo pang ilan na ito,0
red club kasi mga red flag kayo punyeta,1
gago kasi sabi ni nica okay lang daw,0
pakshet sino ba naman ako para tulungan diba,0
as usual zebbiana naman talaga yung panglaban sa lahat ng mga shows at gig nya gamit na gamit si zeb may crowd lang amputek maypa ganto pa di ko na talaga gusto kantahin to ulol mo bat mo kinanta,1
ulol gago ka tarantado tanga bastos,1
haha bwiset jod gose editors,0
bobo ka di ka makuntento sa isang kipay,1
wag mo pansinin yun kupal yun eh,1
tangina haha boomers nga naman,0
ang pogi ni yangyang pakshet,0
haha edi wow chi pakyu,0
natatawa ako pakyu ka haha jeisam manumbat daw,0
bwiset na sipon to,0
hintayin ko raw sya manganak ok sige kailan ba haha potangina galit na galit sis eh nanay mo nagsimula niyan tinatapos ko lang mga bobo,1
ay friday pala haha tanga,0
tanga dI mo to ginagamit eh gago ka ba hindi tayo nagiinteract dito,1
nakalimutan ko gago,0
hinang hina katawang lupa ko pucha na yan ang lala,0
magaaccounting ako pero bobo sa analyzation,0
tangina mo kung ayaw mo sakin edi huwag ulol,1
ensd pala punyeta wala nanaman akong entry,0
mas mukha pang dalaga kaysa sakin puta lord ayoko na po,0
pakshet hindi ko pala mapapanood dlsu vs adu on the way kami nun sa moa nakakaloka,0
feeling napakacool niya ulol mukha kang tanga,1
luh gago ang gagwapo,0
pwede bang mag reply ka pota kanina ka pa naliligo sana naging mermaid ka nalang pakyu,1
ewan ko rin medyo magulo basta ano pakyu,0
oh diba ang tanga mo,1
naiiyak ako gago  putangina beh,0
bobo kasi karamihan ng pinoy thats it,1
tangina niyo po,1
pwede naman kasing umiyak siya sa pader gaya nung licb pucha,0
puro reklamo lang maririnig natin sa isat isa tangina lt then iinom after haha joke,0
punyeta may assignment pala sa pe kung di pako siguro sinabihan ng kaklase ko wala talaga jusko magpupuyat na naman ang ferson essay na naman,0
ay pucha di na naman ako nakapagabyss hayop na yan,0
putangina wala na ko pera gago punyeta hayop shet ,0
luh putangina talaga ng mga taekookers mga walang kwenta sana pinutok nalang kayo sa kumot,1
gago ka haha,0
kung gusto ko umubo nang parang tunog tarantado gagawin ko,1
tangina kinakabahan ako puta hindi naman ako yung magbbirthday ano ba naman ito para akong matatae gago normal pa ba ito puta bente na si belle,0
napaka pogi ni yangyang pakshet,0
sis iiyak na ako napaka pakshet ng iba,1
para akong tanga na ang lapad ng ngiti haha,0
wala ako pera punyeta,0
via ang sakit mo pakshet pero mahal kita sagad haha,0
parang bobo ito,1
yawa at pakyu talaga ni franzine ang bumuo ng gabi ko haha,0
broken family daw haha tangina mo kababae mo literal kang malandi ulol,1
tangina mo panget buti nalang hindi mo naging kamukha si bia hirap na maging kamukha mo hayop na ugali pati ba naman mukha mukhang hayop pa din,1
kupal masmalaki ang nawala sayo bobo,1
tarantado ka ha,0
dapat pala nagtake ako ng pics gamit yung old roll cam ko noong tanglaw rally ay bwiset,0
isang minuto putangina,0
huwag mo ako patawanin bali bali yung ribs ko agh bakit kasi bawal magscreenshot ang laughtrip punyeta,0
kupal ka kase eh haha,0
oo haha need naka online kami sa virtual office sa lms namin haha bwiset,0
tama ka na halatado kang kupal ka pinaglalapit mo yung dalawa palaplap ko kaya jowa mo kay curly di ka marunong rumespeto,1
kainis ka yudi puta ka clamp lang di mo alam kung gaano yun kaimportante diko na nga nilalabas tarantado ka,1
pucha sabi ko na nga ba eh,0
girl ang hirap maging bobo mas madami kang iisipin,0
tangina naman di pa sinend before mamomroblema nanaman ako kasi kakausapin yung company pucha,0
bwiset yung gc namin eh haha,0
ano yun pag di mo alam di mo nalang talaga alam wala ka bang kakayahang aralin yun bobo lang,1
waiting lang ako na batiin ng mga kupal na friends ko diyan,1
tangina mahal na mahal ko talaga cup of joe,0
tanga tinatanong nga kita kung ano gusto mo ayaw mo sila maparusahan sige na huwag ka ano gusto mo parusa sa mga trolls,1
tanga mo wag mo akong kausapin hindi mo ako abot,1
gago ka talaga walang hiya bastos tarantado,1
pakyu nalang siya dont me,1
namiss ko na kahit ulol siya haha,0
mga puta talaga kayo,1
hindi naman ako tarantado pero bakit wala,0
ay mali ata bobo,0
meron talagang mga pakshet na driver,1
si tanga nagprivate bigla,1
yung regalo mo naman kasi pakshet ka alam mong allergic ako sa skinship,1
oh kay gandang pucha malas,0
gaga wag tangina mo nandito lang kami kausapin mo lang kami,1
bwiset na signal to umay haha,0
medyo bobo ka,1
gago nasugatan kasi daliri ko kakaslide pucha,0
tangina mo aia,1
ang init puta,0
walang jeep pakshet,0
ayoko ng gabi tangina pagod na luha ko sa inyo,0
bwiset na yan,1
lasing ba si laziz puta ang kalat haha,0
pakiramdam ko kulang pa din tulog ko kahit kakagising ko lang antok na antok ako bwiset,0
pakyu vhebs,0
tangina dito pa talaga punyeta kayo mapafacebook messenger pati ba naman sa twitter sakit niyo na sa feels ah,1
tanga ka ba kung di ka sure sa feelings mo edi wag mo kami lokohin,1
tanga wag kang ganyan gago maawa ka sa akin tanga kikiligin ako neto gagu maawa ka sa akin eme sino ka po,1
gagi shy type ka pala eh mas tarantado ka pa sakin beh eh,0
napaka kupal mo naman,1
basta may gwapo kanina sa sbarro tapos ilang beses kami nagkatinginan then nung paalis na kami ni kawi sinundan niya kami ng tingin then tumalikod pa siya ack like kung malakas lang loob ko nilapitan na kita kuya shit cutie mo gago,0
pakyu po yung sound trip ni jeyd,1
sarap sa tenga ang ulol ate asmr is the best,0
ay bobo pala tayo dito haha,0
parang gago ka naman,1
ulol toti marie,1
pucha naubos yung dignidad ko sa galaw pilipinas na sayaw para sa pt,0
bwiset talaga tong nagpophotocopy sa amin,1
hindi ako maka tulog pakshet,0
ay pakyu ka sabihin mo haha,0
tahimik lang sa unang araw kunwari di tarantado,0
tangina mo tarantado,1
naipost na kita ah bobo ka nukwa,1
haha puta nakita ko pa naman pc ni doie mukhang steal price haha,0
napaka iyakin ko talaga tapos ang sensitive pa tangina,0
hindi ata magandang ideya ang fab putangina talaga,0
putangina ang hirap tanggapin pero kailangan,0
tangina nakakapagod,0
nakakagalit sa gdm ng dbarney punyeta nagtatype ako bigla ako kinick ang babastos umagang umaga,0
kupal mga yan ah,1
bitch is also the reason why galit ako sa mga bobo kase sobrang tangina niya,1
ngayon kaso lagi na akong galit pucha,0
tarantado yan kabit ko na yan eh,1
asong ulol haha ang sama,0
bwiset ka beh,1
kupal ka pa rin,1
luh gago pinoy na umaangat ang buhay bawal yan haha cue na din tuloy bumili ng album tuloy ang cute ng concept,0
lakas mo ako tawagin na beh ulol close ba tayo eh hindi,1
tangina mo ano ba problema mo pakyu,1
putangina ka nung pag angkin mong jowa mo si rj wala naman akong sinabi ah pakyu ulol bwakanangshiyet ka na yawang putragis na hayop ka na tarantadong kupal na punyetang hinayupak gago siraulo,1
ikulong ang tarantado para di pamarisan,1
putangina miss ko na manila,0
oh di nga tangina niyo,1
puta naman kasi ang cold daw sakaniya anong gagawin ko,0
may allowance agad ako sa training ko kanina eh puta mine na agad ako nga tops haha,0
at dito nabuo si tasha at dado tado haha tarantado ka dado haha pwede ring shado shada haha,0
gago ayan na nag bbl na si mark,0
tangina mo ka gago ulol,1
feeling maayos ang puta,1
tangina nito wag kupal ka wala akong ka close dun,1
ulol panong di ko dapat malaman ang creepy di kita kilala,1
ano naman kupal inggit ka ba,1
sakit ulo ko puta napasarap mag cod,0
ka bobo ng past mo kysa haha di na nga ka gwapuhan mangiiwan pa,1
kinikilig ako gago kanina ko pa tinititigan si jeno haha thank you so much nauna pa gift mo sakin bago gift ko sayo,0
pakyu yung panis na chocolate,1
wala pa kaming ipon wala pa kaming bahay may nagaral pa ako at single mother ako paano babalik pakshet siya,1
